,Address,Cars,Bluecar counter,Utilib counter,Utilib 1.4 counter,Charge Slots,Charging Status,City,ID,Kind,Geo point,Postal code,Public name,Rental status,Slots,Status,Subscription status,year,month,day,hour,minute,new_datetime
113,98 boulevard Murat,5,5,0,0,0,operational,Paris,paris-murat-98,STATION,"48.8389361, 2.2567427",75016,Paris/Murat/98,operational,0,ok,nonexistent,2018,4,5,17,7,2018-04-05 17:07:00
114,139 boulevard de Grenelle,6,6,0,0,0,operational,Paris,paris-grenelle-139,STATION,"48.8483434, 2.3010296",75015,Paris/Grenelle/139,operational,0,ok,nonexistent,2018,4,1,21,46,2018-04-01 21:46:00
115,161 rue du Faubourg Saint-HonorÃ©,1,1,0,0,1,operational,Paris,paris-sainthonore-161,STATION,"48.8746335, 2.3062488",75008,Paris/Saint-HonorÃ©/161,operational,4,ok,nonexistent,2018,4,2,13,49,2018-04-02 13:49:00
116,1 rue de Chanaleilles,3,3,0,0,0,operational,Paris,paris-chanaleilles-1,STATION,"48.8530403, 2.3190123",75007,Paris/Chanaleilles/1,operational,1,ok,nonexistent,2018,4,9,16,51,2018-04-09 16:51:00
117,66 rue Gay-Lussac,1,1,0,0,1,operational,Paris,paris-gaylussac-66,SPACE,"48.8420054, 2.3430684",75005,Paris/Gay-Lussac/66,operational,4,ok,operational,2018,4,9,1,7,2018-04-09 01:07:00
118,2 rue de Fleurus,1,1,0,0,1,operational,Paris,paris-fleurus-2,STATION,"48.8471079, 2.3321208",75006,Paris/Fleurus/2,operational,2,ok,nonexistent,2018,4,5,23,4,2018-04-05 23:04:00
119,2 rue de la Coussaye,2,2,0,0,0,nonexistent,Enghien-les-Bains,enghienlesbains-coussaye-2,STATION,"48.966392, 2.3016471",95880,Enghien-les-Bains/Coussaye/2,operational,3,ok,nonexistent,2018,4,3,11,18,2018-04-03 11:18:00
120,2 rue de la RÃ©publique,6,6,0,0,0,operational,Montreuil,montreuil-republique-2,STATION,"48.8532555, 2.4231379",93100,Montreuil/RÃ©publique/2,operational,1,ok,nonexistent,2018,4,3,13,48,2018-04-03 13:48:00
121,52 Rue de Bagneux,4,4,1,0,0,nonexistent,Sceaux,sceaux-bagneux-52,STATION,"48.7842765, 2.3027628",92330,Sceaux/Bagneux/52,operational,1,ok,nonexistent,2018,4,8,8,26,2018-04-08 08:26:00
122,8 Avenue de la Porte de Montrouge,3,3,0,1,1,operational,Paris,paris-portedemontrouge-8,STATION,"48.8230593, 2.322823",75014,Paris/Porte de Montrouge/8,operational,2,ok,nonexistent,2018,4,8,19,57,2018-04-08 19:57:00
123,35 rue Mathis,0,0,0,0,0,nonexistent,Paris,paris-mathis-35,STATION,"48.8911334, 2.3725951",75019,Paris/Mathis/35,operational,4,ok,nonexistent,2018,4,1,0,32,2018-04-01 00:32:00
124,3 boulevard du Couchant,6,6,0,0,0,nonexistent,Nanterre,nanterre-couchant-3,STATION,"48.8917117, 2.1923088",92000,Nanterre/Couchant/3,operational,0,ok,nonexistent,2018,4,4,6,40,2018-04-04 06:40:00
125,1 Place de la RÃ©publique,1,1,0,1,0,nonexistent,Levallois-Perret,levalloisperret-hoteldeville-parking,PARKING,"48.89331, 2.28894",92300,Levallois-Perret/HÃ´tel de Ville/Parking,operational,2,ok,nonexistent,2018,4,9,10,47,2018-04-09 10:47:00
126,38 Rue RÃ©aumur,0,0,0,0,2,operational,Paris,paris-reaumur-38,STATION,"48.8653769, 2.3573678",75003,Paris/RÃ©aumur/38,operational,6,ok,nonexistent,2018,4,2,14,32,2018-04-02 14:32:00
127,47 rue de la Grange aux Belles,3,3,0,0,0,operational,Paris,paris-grangeauxbelles-47,STATION,"48.87569, 2.36801",75010,Paris/Grange aux Belles/47,operational,2,ok,nonexistent,2018,4,6,1,31,2018-04-06 01:31:00
128,31 Rue Camille Desmoulins,2,2,0,1,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-camillesdesmoulins-31,STATION,"48.8294072, 2.2644545",92130,Issy-les-Moulineaux/Camille Desmoulins/31,operational,3,ok,nonexistent,2018,4,2,0,0,2018-04-02 00:00:00
129,19 Rue des Filles du Calvaire,1,1,1,0,1,operational,Paris,paris-fillesducalvaire-19,STATION,"48.8628, 2.3660304",75003,Paris/Filles du Calvaire/19,operational,1,ok,nonexistent,2018,4,5,14,51,2018-04-05 14:51:00
130,81 avenue Ãdouard Vaillant,2,2,0,0,0,nonexistent,Boulogne-Billancourt,boulognebillancourt-edouardvaillant-81,STATION,"48.8344135, 2.2464756",92100,Boulogne-Billancourt/Ãdouard Vaillant/81,operational,1,ok,nonexistent,2018,4,8,18,41,2018-04-08 18:41:00
131,280 avenue Jean JaurÃ¨s,0,0,0,0,0,nonexistent,ChÃ¢tenay-Malabry,chatenaymalabry-jeanjaures-280,STATION,"48.76739, 2.255521",92290,ChÃ¢tenay-Malabry/Jean JaurÃ¨s/280,broken,0,closed,nonexistent,2018,4,9,0,50,2018-04-09 00:50:00
132,33 rue Crozatier,0,0,0,0,0,broken,Paris,paris-crozatier-33,STATION,"48.8470504, 2.3815222",75012,Paris/Crozatier/33,broken,0,closed,nonexistent,2018,4,5,6,8,2018-04-05 06:08:00
133,4 Avenue SecrÃ©tan,2,2,0,1,0,operational,Paris,paris-secretan-4,STATION,"48.8821756, 2.3708912",75019,Paris/SecrÃ©tan/4,operational,1,ok,nonexistent,2018,4,5,9,27,2018-04-05 09:27:00
134,34 avenue du CimetiÃ¨re Parisien,0,0,0,0,0,nonexistent,Pantin,pantin-cimetiereparisien-34,STATION,"48.9092769, 2.3988432",93500,Pantin/CimetiÃ¨re Parisien/34,broken,0,closed,nonexistent,2018,4,8,22,38,2018-04-08 22:38:00
135,6 rue de Paris,1,1,0,0,0,nonexistent,Meudon,meudon-paris-6,STATION,"48.8169462, 2.2480148",92190,Meudon/Paris/6,operational,1,ok,nonexistent,2018,4,9,9,29,2018-04-09 09:29:00
136,4 Rue Croix des Petits Champs,0,0,0,0,0,nonexistent,Paris,paris-croixdespetitschamps-4,STATION,"48.8624631, 2.3393006",75001,Paris/Croix des Petits Champs/4,operational,3,ok,nonexistent,2018,4,8,13,57,2018-04-08 13:57:00
137,3 avenue d'Ivry,2,2,0,0,1,operational,Paris,paris-ivry-3,STATION,"48.82175, 2.36868",75013,Paris/Ivry/3,operational,1,ok,nonexistent,2018,4,2,11,10,2018-04-02 11:10:00
138,23 avenue du GÃ©nÃ©ral de Gaulle,5,5,0,1,0,nonexistent,Gennevilliers,gennevilliers-degaulle-23,STATION,"48.93368, 2.306482",92230,Gennevilliers/De Gaulle/23,operational,0,ok,nonexistent,2018,4,8,8,42,2018-04-08 08:42:00
139,15 boulevard Mortier,1,1,0,0,1,operational,Paris,paris-mortier-15,STATION,"48.8657, 2.408668",75020,Paris/Mortier/15,operational,4,ok,nonexistent,2018,4,8,3,45,2018-04-08 03:45:00
140,44 rue de Fontenay,2,2,0,1,0,nonexistent,Vincennes,vincennes-fontenay-44,STATION,"48.84779, 2.44345",94300,Vincennes/Fontenay/44,operational,0,ok,nonexistent,2018,4,7,14,50,2018-04-07 14:50:00
141,10 rue du Quatre septembre,0,0,0,0,1,operational,Paris,paris-quatreseptembre-10,STATION,"48.869353, 2.3382066",75002,Paris/Quatre septembre/10,operational,5,ok,nonexistent,2018,4,5,23,35,2018-04-05 23:35:00
142,3 avenue Paul Doumer,5,5,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-pauldoumer-3,STATION,"48.8839089, 2.1919207",92500,Rueil-Malmaison/Paul Doumer/3,operational,0,ok,nonexistent,2018,4,2,12,48,2018-04-02 12:48:00
143,28 rue Championnet,1,1,0,0,2,operational,Paris,paris-championnet-28,STATION,"48.895422, 2.3499795",75018,Paris/Championnet/28,operational,5,ok,nonexistent,2018,4,7,12,50,2018-04-07 12:50:00
144,1 rue Jules LefÃ¨bvre,1,1,0,2,0,operational,Paris,paris-juleslefebvre-1,STATION,"48.8804478, 2.3283632",75009,Paris/Jules LefÃ¨bvre/1,operational,0,ok,nonexistent,2018,4,5,13,16,2018-04-05 13:16:00
145,20 Chemin LatÃ©ral,3,3,0,1,1,operational,Drancy,drancy-cheminlateral-20,STATION,"48.93327, 2.455181",93700,Drancy/LatÃ©ral/20,operational,2,ok,nonexistent,2018,4,5,11,57,2018-04-05 11:57:00
146,22 Voie au Lard,7,7,0,0,0,nonexistent,Rungis,rungis-lard-22,STATION,"48.75017, 2.347478",94150,Rungis/Lard/22,operational,0,ok,nonexistent,2018,4,1,17,35,2018-04-01 17:35:00
147,22 rue de Normandie,6,6,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,asnieressurseine-normandie-22,STATION,"48.9059332, 2.2852074",92600,AsniÃ¨res-sur-Seine/Normandie/22,operational,0,ok,nonexistent,2018,4,2,11,18,2018-04-02 11:18:00
148,236 Rue des PyrÃ©nÃ©es,6,6,0,0,0,operational,Paris,paris-pyrenees-236,STATION,"48.8674784, 2.3965939",75020,Paris/PyrÃ©nÃ©es/236,operational,0,ok,nonexistent,2018,4,3,6,33,2018-04-03 06:33:00
149,26 rue HuchÃ©,6,6,0,0,0,operational,Suresnes,suresnes-huche-26,STATION,"48.8766119, 2.2218839",92150,Suresnes/HuchÃ©/26,operational,0,ok,nonexistent,2018,4,4,8,28,2018-04-04 08:28:00
150,42 Rue Victor Hugo,6,6,0,0,0,nonexistent,Colombes,colombes-victorhugo-42,STATION,"48.92087, 2.264111",92700,Colombes/Victor Hugo/42,operational,0,ok,nonexistent,2018,4,5,5,4,2018-04-05 05:04:00
151,2 avenue du Val de Fontenay,5,5,0,1,0,nonexistent,Fontenay-Sous-Bois,fontenaysousbois-valdefontenay-2,STATION,"48.8528247, 2.4869085",94120,Fontenay-Sous-Bois/Val de Fontenay/2,operational,0,ok,nonexistent,2018,4,7,3,57,2018-04-07 03:57:00
152,8 rue Gaston Tessier,4,4,0,0,1,operational,Paris,paris-gastontessier-8,STATION,"48.895791, 2.373366",75019,Paris/Gaston Tessier/8,operational,1,ok,nonexistent,2018,4,3,12,31,2018-04-03 12:31:00
153,20 Boulevard de Vaugirard,2,2,1,1,0,operational,Paris,paris-vaugirard-20,STATION,"48.8415895, 2.3183413",75015,Paris/Vaugirard/20,operational,0,ok,nonexistent,2018,4,7,11,57,2018-04-07 11:57:00
154,52 Boulevard de la RÃ©publique,4,4,0,0,0,operational,La Garenne-Colombes,lagarennecolombes-republique-52,SPACE,"48.90628, 2.249208",92250,La Garenne-Colombes/RÃ©publique/52,operational,0,ok,broken,2018,4,8,11,55,2018-04-08 11:55:00
155,199 Rue du Faubourg Saint-Antoine,3,3,0,0,0,nonexistent,Paris,paris-faubourgsaintantoine-199,SPACE,"48.8505136, 2.3823163",75011,Paris/Saint-Antoine/199,operational,1,ok,operational,2018,4,9,9,22,2018-04-09 09:22:00
156,108 Rue Balard,0,0,0,0,1,operational,Paris,paris-balard-108,STATION,"48.83731, 2.278682",75015,Paris/Balard/108,operational,5,ok,nonexistent,2018,4,2,22,33,2018-04-02 22:33:00
157,51 Rue de Bretagne,0,0,0,0,0,operational,Paris,paris-bretagne-51,SPACE,"48.8635527, 2.3612023",75003,Paris/Bretagne/51,operational,1,ok,operational,2018,4,8,0,38,2018-04-08 00:38:00
158,8 rue des Chantiers,2,2,0,0,0,nonexistent,Versailles,versailles-chantiers-8,SPACE,"48.7967202, 2.1363296",78000,Versailles/Chantiers/8,operational,3,ok,operational,2018,4,9,7,42,2018-04-09 07:42:00
159,69 Rue de Courcelles,0,0,0,0,2,operational,Paris,paris-courcelles-69,STATION,"48.878351, 2.3044935",75008,Paris/Courcelles/69,operational,5,ok,nonexistent,2018,4,2,18,38,2018-04-02 18:38:00
160,25 rue de la Plaine,0,0,0,2,0,operational,Paris,paris-plaine-25,STATION,"48.8500605, 2.4019645",75020,Paris/Plaine/25,operational,3,ok,nonexistent,2018,4,4,17,6,2018-04-04 17:06:00
161,16 rue de Lisbonne,5,5,0,1,0,nonexistent,Rosny-sous-Bois,rosnysousbois-lisbonne-16,STATION,"48.88093, 2.472356",93110,Rosny-sous-Bois/Lisbonne/16,operational,0,ok,nonexistent,2018,4,4,9,18,2018-04-04 09:18:00
162,19 Rue des Filles du Calvaire,4,4,0,0,0,operational,Paris,paris-fillesducalvaire-19,STATION,"48.8628, 2.3660304",75003,Paris/Filles du Calvaire/19,operational,1,ok,nonexistent,2018,4,3,13,57,2018-04-03 13:57:00
163,108 Rue Jouffroy d'Abbans,2,2,0,0,0,operational,Paris,paris-jouffroydabbans-108,STATION,"48.8823377, 2.3018911",75017,Paris/Jouffroy d'Abbans/108,operational,3,ok,nonexistent,2018,4,2,7,28,2018-04-02 07:28:00
164,115 Boulevard Pereire,1,1,0,0,1,operational,Paris,paris-pereire-115,STATION,"48.88576, 2.299225",75017,Paris/Pereire/115,operational,4,ok,nonexistent,2018,4,4,16,17,2018-04-04 16:17:00
165,39 rue Julien Lacroix,6,6,0,0,0,operational,Paris,paris-julienlacroix-39,STATION,"48.8698372, 2.3850271",75020,Paris/Julien Lacroix/39,operational,0,ok,nonexistent,2018,4,3,3,1,2018-04-03 03:01:00
166,123 Grande Rue,1,1,0,1,0,nonexistent,SÃ¨vres,sevres-granderue-123,STATION,"48.821593, 2.2050638",92310,SÃ¨vres/Grande Rue/123,operational,3,ok,nonexistent,2018,4,8,8,13,2018-04-08 08:13:00
167,1 rue LÃ©on Frot,0,0,1,0,0,nonexistent,Paris,paris-leonfrot-1,STATION,"48.8533715, 2.3882044",75011,Paris/LÃ©on Frot/1,operational,1,ok,nonexistent,2018,4,7,20,14,2018-04-07 20:14:00
168,8 rue Goubet,5,5,0,0,0,operational,Paris,paris-goubet-8,STATION,"48.8848179, 2.3901243",75019,Paris/Goubet/8,operational,0,ok,nonexistent,2018,4,8,23,47,2018-04-08 23:47:00
169,56 Rue des Plantes,2,2,0,0,0,operational,Paris,paris-plantes-56,STATION,"48.8283698, 2.3216963",75014,Paris/Plantes/56,operational,1,ok,nonexistent,2018,4,5,9,46,2018-04-05 09:46:00
170,80 Rue de Dantzig,2,2,0,0,2,operational,Paris,paris-dantzig-80,STATION,"48.8304, 2.295999",75015,Paris/Dantzig/80,operational,3,ok,nonexistent,2018,4,8,10,50,2018-04-08 10:50:00
171,192 avenue Pierre Brossolette,2,2,0,0,0,nonexistent,Malakoff,malakoff-pierrebrossolette-192,STATION,"48.8139, 2.302489",92240,Malakoff/Pierre Brossolette/192,operational,3,ok,nonexistent,2018,4,4,8,3,2018-04-04 08:03:00
172,280 avenue Jean JaurÃ¨s,0,0,0,0,0,nonexistent,ChÃ¢tenay-Malabry,chatenaymalabry-jeanjaures-280,STATION,"48.76739, 2.255521",92290,ChÃ¢tenay-Malabry/Jean JaurÃ¨s/280,broken,0,closed,nonexistent,2018,4,9,21,31,2018-04-09 21:31:00
173,26 rue Claude Decaen,6,6,0,0,0,operational,Paris,paris-claudedecaen-26,STATION,"48.8351899, 2.4002905",75012,Paris/Claude Decaen/26,operational,0,ok,nonexistent,2018,4,5,22,26,2018-04-05 22:26:00
174,80 Rue de Dantzig,4,4,0,0,0,operational,Paris,paris-dantzig-80,STATION,"48.8304, 2.295999",75015,Paris/Dantzig/80,operational,2,ok,nonexistent,2018,4,4,6,19,2018-04-04 06:19:00
175,78 Avenue du Maine,0,0,0,0,2,operational,Paris,paris-maine-78,SPACE,"48.8388247, 2.3221905",75014,Paris/Maine/78,operational,5,ok,operational,2018,4,1,19,20,2018-04-01 19:20:00
176,65 rue Ordener,6,6,0,0,0,operational,Paris,paris-ordener-65,STATION,"48.8913517, 2.3507171",75018,Paris/Ordener/65,operational,0,ok,nonexistent,2018,4,3,3,14,2018-04-03 03:14:00
177,236 Avenue Henri Barbusse,0,0,0,0,0,nonexistent,Drancy,drancy-henribarbusse-236,STATION,"48.92347, 2.460301",93700,Drancy/Henri Barbusse/236,operational,4,ok,nonexistent,2018,4,9,18,17,2018-04-09 18:17:00
178,236 Avenue Henri Barbusse,0,0,0,0,0,nonexistent,Drancy,drancy-henribarbusse-236,STATION,"48.92347, 2.460301",93700,Drancy/Henri Barbusse/236,operational,4,ok,nonexistent,2018,4,5,11,21,2018-04-05 11:21:00
179,1 rue Croulebarbe,3,3,0,0,0,operational,Paris,paris-croulebarbe-1,STATION,"48.8345242, 2.353056",75013,Paris/Croulebarbe/1,operational,1,ok,nonexistent,2018,4,7,22,7,2018-04-07 22:07:00
180,102 Rue Juliette Savar,3,3,0,0,0,nonexistent,CrÃ©teil,creteil-juliettesavar-102,STATION,"48.77664, 2.467872",94000,CrÃ©teil/Juliette Savar/102,operational,2,ok,nonexistent,2018,4,4,22,1,2018-04-04 22:01:00
181,1 rue AndrÃ© Theuriet,2,2,0,0,0,nonexistent,Bourg-la-Reine,bourglareine-andretheuriet-1,SPACE,"48.7797297, 2.3131491",92340,Bourg-la-Reine/AndrÃ© Theuriet/1,operational,4,ok,operational,2018,4,9,21,48,2018-04-09 21:48:00
182,27 rue Geoffroy-Saint-Hilaire,0,0,0,0,2,operational,Paris,paris-geoffroysainthilaire-27,STATION,"48.8403227, 2.3562719",75005,Paris/Geoffroy-Saint-Hilaire/27,operational,6,ok,nonexistent,2018,4,5,15,52,2018-04-05 15:52:00
183,56 boulevard du MarÃ©chal Foch,1,1,0,0,0,nonexistent,VerriÃ¨res-le-Buisson,verriereslebuisson-marechalfoch-56,STATION,"48.7457426, 2.2691436",91370,VerriÃ¨res-le-Buisson/MarÃ©chal Foch/56,operational,6,ok,nonexistent,2018,4,4,3,7,2018-04-04 03:07:00
184,23 Boulevard Delessert,4,4,0,1,0,operational,Paris,paris-delessert-23,STATION,"48.8585701, 2.2851211",75016,Paris/Delessert/23,operational,0,ok,nonexistent,2018,4,6,7,43,2018-04-06 07:43:00
185,24 rue de la Paix,0,0,0,0,1,operational,Paris,paris-paix-24,STATION,"48.8699261, 2.3320835",75002,Paris/Paix/24,operational,5,ok,nonexistent,2018,4,8,1,28,2018-04-08 01:28:00
186,64 rue du Faubourg PoissonniÃ¨re,1,1,0,0,0,nonexistent,Paris,paris-faubourgpoissoniere-64,STATION,"48.87517, 2.348162",75010,Paris/PoissonniÃ¨re/64,operational,0,ok,nonexistent,2018,4,9,9,41,2018-04-09 09:41:00
187,18 Rue PerrÃ©e,1,1,0,0,1,operational,Paris,paris-perree-18,STATION,"48.86502, 2.360503",75003,Paris/PerrÃ©e/18,operational,3,ok,nonexistent,2018,4,1,15,48,2018-04-01 15:48:00
188,36 Avenue Carnot,2,2,0,1,0,nonexistent,Cachan,cachan-carnot-36,STATION,"48.7985337, 2.3269032",94230,Cachan/Carnot/36,operational,3,ok,nonexistent,2018,4,2,17,30,2018-04-02 17:30:00
189,1 avenue Rachel,1,1,0,0,1,operational,Paris,paris-rachel-1,STATION,"48.8844148, 2.3305461",75018,Paris/Rachel/1,operational,4,ok,nonexistent,2018,4,3,12,14,2018-04-03 12:14:00
190,22 bis rue Legendre,0,0,0,0,0,nonexistent,Paris,paris-legendre-22,STATION,"48.8832659, 2.3127515",75017,Paris/Legendre/22,operational,4,ok,nonexistent,2018,4,7,8,26,2018-04-07 08:26:00
191,8 rue Waldeck Rochet,4,4,0,0,0,nonexistent,Nanterre,nanterre-waldeckrochet-8,STATION,"48.8906294, 2.1983695",92000,Nanterre/Waldeck Rochet/8,operational,0,ok,nonexistent,2018,4,8,11,19,2018-04-08 11:19:00
192,1 avenue Ãmile Laurent,4,4,0,0,1,operational,Paris,paris-emilelaurent-1,STATION,"48.84071, 2.409631",75012,Paris/Ãmile Laurent/1,operational,1,ok,nonexistent,2018,4,2,9,12,2018-04-02 09:12:00
193,24 boulevard Diderot,0,0,0,0,1,operational,Paris,paris-diderot-24,SPACE,"48.8458586, 2.3748769",75012,Paris/Diderot/24,operational,3,ok,operational,2018,4,9,20,28,2018-04-09 20:28:00
194,8 Avenue de la Porte de Montrouge,1,1,1,0,1,operational,Paris,paris-portedemontrouge-8,STATION,"48.8230593, 2.322823",75014,Paris/Porte de Montrouge/8,operational,4,ok,nonexistent,2018,4,8,16,5,2018-04-08 16:05:00
195,160 avenue LÃ©on Blum,4,4,1,1,0,nonexistent,Maisons-Alfort,maisonsalfort-leonblum-160,STATION,"48.79881, 2.43370175",94700,Maisons-Alfort/LÃ©on Blum/160,operational,0,ok,nonexistent,2018,4,1,4,12,2018-04-01 04:12:00
196,15 rue Olier,5,5,0,0,0,operational,Paris,paris-olier-15,STATION,"48.8351985, 2.2914295",75015,Paris/Olier/15,operational,1,ok,nonexistent,2018,4,7,4,34,2018-04-07 04:34:00
197,5 bis Rue du Capitaine Ferber,5,5,0,1,0,operational,Paris,paris-capitaineferber-5,STATION,"48.865359, 2.405207",75020,Paris/Capitaine Ferber/5,operational,0,ok,nonexistent,2018,4,1,7,18,2018-04-01 07:18:00
198,27 avenue Magellan,4,4,0,1,0,nonexistent,CrÃ©teil,creteil-magellan-27,STATION,"48.76895, 2.456477",94000,CrÃ©teil/Magellan/27,operational,1,ok,nonexistent,2018,4,1,5,17,2018-04-01 05:17:00
199,1 avenue Philippe Auguste,5,5,0,0,0,operational,Paris,paris-philippeauguste-1,STATION,"48.8493744, 2.395332",75011,Paris/Philippe Auguste/1,operational,0,ok,nonexistent,2018,4,5,19,59,2018-04-05 19:59:00
200,12 avenue de la gare,0,0,0,0,0,nonexistent,BiÃ¨vres,bievres-gare-12,STATION,"48.7521371, 2.2163546",91570,BiÃ¨vres/Gare/12,future,0,scheduled,nonexistent,2018,4,9,5,39,2018-04-09 05:39:00
201,39 rue du Port Ã  l'Anglais,4,4,0,0,0,nonexistent,Alfortville,alfortville-portalanglais-39,STATION,"48.8056173, 2.4144555",94140,Alfortville/Port Ã  l'Anglais/39,operational,1,ok,nonexistent,2018,4,9,17,12,2018-04-09 17:12:00
202,15 Rue de Verdun,1,1,0,0,0,nonexistent,Suresnes,suresnes-verdun-15,SPACE,"48.871036, 2.2276552",92150,Suresnes/Verdun/15,operational,4,ok,operational,2018,4,1,7,12,2018-04-01 07:12:00
203,48 Avenue de Saint-MandÃ©,0,0,0,0,0,nonexistent,Paris,paris-saintmande-48,STATION,"48.8449828, 2.4019623",75012,Paris/Saint-MandÃ©/48,operational,4,ok,nonexistent,2018,4,1,16,3,2018-04-01 16:03:00
204,199 Rue du Faubourg Saint-Antoine,0,0,0,0,0,nonexistent,Paris,paris-faubourgsaintantoine-199,SPACE,"48.8505136, 2.3823163",75011,Paris/Saint-Antoine/199,operational,3,ok,operational,2018,4,8,2,26,2018-04-08 02:26:00
205,127 Quai de Stalingrad,5,5,0,0,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-stalingrad-127,STATION,"48.8294787, 2.2610995",92130,Issy-les-Moulineaux/Stalingrad/127,operational,0,ok,nonexistent,2018,4,9,2,54,2018-04-09 02:54:00
206,42 rue Charles Moureu,4,4,1,0,0,operational,Paris,paris-charlesmoureu-42,STATION,"48.82847, 2.361255",75013,Paris/Charles Moureu/42,operational,1,ok,nonexistent,2018,4,4,17,40,2018-04-04 17:40:00
207,128 avenue de la RÃ©publique,0,0,0,0,2,operational,Paris,paris-republique-128,STATION,"48.8629398, 2.386178",75011,Paris/RÃ©publique/128,operational,6,ok,nonexistent,2018,4,9,6,20,2018-04-09 06:20:00
208,26 villa Croix-Nivert,3,3,0,0,0,nonexistent,Paris,paris-cambronne-parking,PARKING,"48.84547, 2.30117",75015,Paris/Cambronne/Parking,operational,3,ok,nonexistent,2018,4,8,3,44,2018-04-08 03:44:00
209,38 Rue RÃ©aumur,0,0,0,0,1,operational,Paris,paris-reaumur-38,STATION,"48.8653769, 2.3573678",75003,Paris/RÃ©aumur/38,operational,3,ok,nonexistent,2018,4,7,19,29,2018-04-07 19:29:00
210,2 avenue FranÃ§ois Mauriac,4,4,0,0,0,nonexistent,CrÃ©teil,creteil-francoismauriac-2,STATION,"48.785363, 2.4528354",94000,CrÃ©teil/FranÃ§ois Mauriac/2,operational,2,ok,nonexistent,2018,4,3,6,3,2018-04-03 06:03:00
211,139 boulevard de Grenelle,6,6,0,0,0,operational,Paris,paris-grenelle-139,STATION,"48.8483434, 2.3010296",75015,Paris/Grenelle/139,operational,0,ok,nonexistent,2018,4,2,1,0,2018-04-02 01:00:00
212,22 avenue Danielle Casanova,1,1,0,0,0,nonexistent,Champigny-sur-Marne,champignysurmarne-daniellecasanova-22,STATION,"48.8252176, 2.5124364",94500,Champigny-sur-Marne/Danielle Casanova/22,operational,5,ok,nonexistent,2018,4,4,4,0,2018-04-04 04:00:00
213,8 rue RÃ©musat,3,3,1,0,0,operational,Paris,paris-remusat-8,SPACE,"48.8478478, 2.2723059",75016,Paris/RÃ©musat/8,operational,1,ok,operational,2018,4,1,6,53,2018-04-01 06:53:00
214,8 avenue Ãdouard Belin,3,3,0,1,0,nonexistent,Rueil-Malmaison,rueilmalmaison-edouardbelin-8,STATION,"48.8876242, 2.1693918",92500,Rueil-Malmaison/Ãdouard Belin/8,operational,0,ok,nonexistent,2018,4,1,6,11,2018-04-01 06:11:00
215,65 Avenue Ãmile Zola,2,2,0,0,0,broken,Paris,paris-emilezola-65,STATION,"48.8467033, 2.2844167",75015,Paris/Ãmile Zola/65,operational,0,ok,nonexistent,2018,4,7,12,7,2018-04-07 12:07:00
216,1 Rue Legrand,2,2,0,0,0,nonexistent,Malakoff,malakoff-legrand-1,STATION,"48.8242495, 2.3038947",92240,Malakoff/Legrand/1,operational,3,ok,nonexistent,2018,4,1,21,7,2018-04-01 21:07:00
217,44 rue Paul Barruel,5,5,0,0,0,operational,Paris,paris-paulbarruel-44,STATION,"48.8373656, 2.3059905",75015,Paris/Paul Barruel/44,operational,1,ok,nonexistent,2018,4,3,5,53,2018-04-03 05:53:00
218,2 rue Joseph Marie Jacquard,0,0,0,0,0,nonexistent,Aulnay-sous-bois,aulnaysousbois-josephmariejacquard-2,STATION,"48.949062, 2.488596",93600,Aulnay-sous-bois/Joseph Marie Jacquard/2,broken,0,closed,nonexistent,2018,4,3,16,31,2018-04-03 16:31:00
219,94 Rue Paul Vaillant Couturier,3,3,1,0,0,nonexistent,Nanterre,nanterre-paulvaillantcouturier-94,STATION,"48.8829721, 2.2040354",92000,Nanterre/Paul Vaillant Couturier/94,operational,1,ok,nonexistent,2018,4,3,17,26,2018-04-03 17:26:00
